DWRName,DWRCode,model.name,term,estimate,std.error,statistic,p.value
South Lahontan,7,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,precip.in.8,1.5085486144743978,16.991617461961823,0.0887819313171039,0.9335226694536483
South Lahontan,7,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,(Intercept),6.794809659219431,86.26381681037799,0.07876778364856654,0.9410003981035493
South Lahontan,7,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,da.sq.mi,0.5398892002481396,0.3785945045218245,1.4260354912706268,0.22700445000138003
South Lahontan,7,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,relief.ft.8,-2.9733131950450944,23.153255793690416,-0.12841879438205678,0.9040153848969013
South Lahontan,7,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,slope.pct.8,2.6683517225776776,12.996231603098986,0.20531734152393852,0.847349570269215
South Lahontan,7,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,precip.in.8,2.316157418484188,10.777580621315055,0.2149051350080809,0.8403533938582621
North Lahontan and Desert,6,da.sq.mi + precip.in,(Intercept),-3.21883485113273,0.5389854700798252,-5.972025276777891,3.4356259193034866e-7
North Lahontan and Desert,6,da.sq.mi + precip.in,da.sq.mi,0.988302839457006,0.05946239646867377,16.620635866528993,7.900342364162479e-21
North Lahontan and Desert,6,da.sq.mi + precip.in,precip.in,2.4769560797252725,0.3366959160947171,7.356656143784266,3.023800581998053e-9
North Lahontan and Desert,6,da.sq.mi + elev.ft + precip.in,(Intercept),5.3042829810934355,4.618855576897164,1.1483976696791904,0.2570096158706723
North Lahontan and Desert,6,da.sq.mi + elev.ft + precip.in,da.sq.mi,0.948691341007902,0.061709720596702766,15.373450597969356,2.629447232198191e-19
North Lahontan and Desert,6,da.sq.mi + elev.ft + precip.in,elev.ft,-2.3875215586840914,1.2854661970029686,-1.857319596773946,0.06996674594271783
North Lahontan and Desert,6,da.sq.mi + elev.ft + precip.in,precip.in,2.9656196383024542,0.4203974257268635,7.054323972547937,9.517614465978841e-9
North Lahontan and Desert,6,da.sq.mi + relief.ft + precip.in,(Intercept),-1.515657771867665,1.3547934389608463,-1.1187371655934537,0.26932289488931255
North Lahontan and Desert,6,da.sq.mi + relief.ft + precip.in,da.sq.mi,1.0802593214995426,0.08937756723690991,12.086470407458485,1.4168896169832027e-15
North Lahontan and Desert,6,da.sq.mi + relief.ft + precip.in,relief.ft,-0.5393219237832666,0.3942945103489854,-1.3678149444838053,0.1783158149264335
North Lahontan and Desert,6,da.sq.mi + relief.ft + precip.in,precip.in,2.517485971513354,0.3347981196470708,7.519414906413378,1.99532860191795e-9
North Lahontan and Desert,6,da.sq.mi + slope.pct + precip.in,(Intercept),-2.8399468373644545,0.5951755104654523,-4.77161238563646,2.0421170535434867e-5
North Lahontan and Desert,6,da.sq.mi + slope.pct + precip.in,da.sq.mi,0.9611309619640722,0.061784528510002226,15.556175391198071,1.6920315100497187e-19
